metric,value
pm10,57.33935079574821
pm2_5,43.42088258816196
carbon_monoxide,992.1322616786869
nitrogen_dioxide,42.17466263866006
sulphur_dioxide,31.43136769517655
ozone,59.60879646157097
aerosol_optical_depth,0.4856321320190518
dust,2.4773738599596937
uv_index,1.4853030343594027
us_aqi,108.54668215134956
european_aqi,68.8538182470619
